timestamp,parking_id,capacity,occupancy,available_spaces,occupancy_rate,hour,weekday
2024-03-01 19:00:00,PARK_01,80,41,39,0.512,19,4
2024-03-01 19:30:00,PARK_01,80,33,47,0.412,19,4
2024-03-01 20:00:00,PARK_01,80,40,40,0.5,20,4
2024-03-01 20:30:00,PARK_01,80,39,41,0.487,20,4
2024-03-01 21:00:00,PARK_01,80,43,37,0.537,21,4
2024-03-01 21:30:00,PARK_01,80,38,42,0.475,21,4
2024-03-01 22:00:00,PARK_01,80,27,53,0.338,22,4
2024-03-01 22:30:00,PARK_01,80,27,53,0.338,22,4
2024-03-01 23:00:00,PARK_01,80,24,56,0.3,23,4
2024-03-01 23:30:00,PARK_01,80,16,64,0.2,23,4
2024-03-02 00:00:00,PARK_01,80,20,60,0.25,0,5
2024-03-02 00:30:00,PARK_01,80,21,59,0.263,0,5
2024-03-02 01:00:00,PARK_01,80,21,59,0.263,1,5
2024-03-02 01:30:00,PARK_01,80,23,57,0.287,1,5
2024-03-02 02:00:00,PARK_01,80,22,58,0.275,2,5
2024-03-02 02:30:00,PARK_01,80,30,50,0.375,2,5
2024-03-02 03:00:00,PARK_01,80,18,62,0.225,3,5
2024-03-02 03:30:00,PARK_01,80,26,54,0.325,3,5
2024-03-02 04:00:00,PARK_01,80,19,61,0.237,4,5
2024-03-02 04:30:00,PARK_01,80,22,58,0.275,4,5
2024-03-02 05:00:00,PARK_01,80,24,56,0.3,5,5
2024-03-02 05:30:00,PARK_01,80,33,47,0.412,5,5
2024-03-02 06:00:00,PARK_01,80,30,50,0.375,6,5
2024-03-02 06:30:00,PARK_01,80,33,47,0.412,6,5
2024-03-02 07:00:00,PARK_01,80,35,45,0.438,7,5
2024-03-02 07:30:00,PARK_01,80,37,43,0.463,7,5
2024-03-02 08:00:00,PARK_01,80,43,37,0.537,8,5
2024-03-02 08:30:00,PARK_01,80,45,35,0.562,8,5
2024-03-02 09:00:00,PARK_01,80,51,29,0.637,9,5
2024-03-02 09:30:00,PARK_01,80,53,27,0.662,9,5
2024-03-02 10:00:00,PARK_01,80,54,26,0.675,10,5
2024-03-02 10:30:00,PARK_01,80,52,28,0.65,10,5
2024-03-02 11:00:00,PARK_01,80,53,27,0.662,11,5
2024-03-02 11:30:00,PARK_01,80,55,25,0.688,11,5
2024-03-02 12:00:00,PARK_01,80,62,18,0.775,12,5
2024-03-02 12:30:00,PARK_01,80,53,27,0.662,12,5
2024-03-02 13:00:00,PARK_01,80,52,28,0.65,13,5
2024-03-02 13:30:00,PARK_01,80,58,22,0.725,13,5
2024-03-02 14:00:00,PARK_01,80,45,35,0.562,14,5
2024-03-02 14:30:00,PARK_01,80,47,33,0.588,14,5
2024-03-02 15:00:00,PARK_01,80,48,32,0.6,15,5
2024-03-02 15:30:00,PARK_01,80,43,37,0.537,15,5
2024-03-02 16:00:00,PARK_01,80,42,38,0.525,16,5
2024-03-02 16:30:00,PARK_01,80,38,42,0.475,16,5
2024-03-02 17:00:00,PARK_01,80,48,32,0.6,17,5
2024-03-02 17:30:00,PARK_01,80,37,43,0.463,17,5
2024-03-02 18:00:00,PARK_01,80,48,32,0.6,18,5
2024-03-02 18:30:00,PARK_01,80,45,35,0.562,18,5
2024-03-02 19:00:00,PARK_01,80,39,41,0.487,19,5
2024-03-02 19:30:00,PARK_01,80,43,37,0.537,19,5
2024-03-02 20:00:00,PARK_01,80,35,45,0.438,20,5
2024-03-02 20:30:00,PARK_01,80,34,46,0.425,20,5
2024-03-02 21:00:00,PARK_01,80,29,51,0.362,21,5
2024-03-02 21:30:00,PARK_01,80,35,45,0.438,21,5
2024-03-02 22:00:00,PARK_01,80,38,42,0.475,22,5
2024-03-02 22:30:00,PARK_01,80,27,53,0.338,22,5
2024-03-02 23:00:00,PARK_01,80,26,54,0.325,23,5
2024-03-02 23:30:00,PARK_01,80,32,48,0.4,23,5
2024-03-03 00:00:00,PARK_01,80,15,65,0.188,0,6
2024-03-03 00:30:00,PARK_01,80,23,57,0.287,0,6
2024-03-03 01:00:00,PARK_01,80,25,55,0.312,1,6
2024-03-03 01:30:00,PARK_01,80,18,62,0.225,1,6
2024-03-03 02:00:00,PARK_01,80,24,56,0.3,2,6
2024-03-03 02:30:00,PARK_01,80,21,59,0.263,2,6
2024-03-03 03:00:00,PARK_01,80,21,59,0.263,3,6
2024-03-03 03:30:00,PARK_01,80,23,57,0.287,3,6
2024-03-03 04:00:00,PARK_01,80,19,61,0.237,4,6
2024-03-03 04:30:00,PARK_01,80,23,57,0.287,4,6
2024-03-03 05:00:00,PARK_01,80,23,57,0.287,5,6
2024-03-03 05:30:00,PARK_01,80,26,54,0.325,5,6
2024-03-03 06:00:00,PARK_01,80,22,58,0.275,6,6
2024-03-03 06:30:00,PARK_01,80,33,47,0.412,6,6
2024-03-03 07:00:00,PARK_01,80,32,48,0.4,7,6
2024-03-03 07:30:00,PARK_01,80,40,40,0.5,7,6
2024-03-03 08:00:00,PARK_01,80,48,32,0.6,8,6
2024-03-03 08:30:00,PARK_01,80,50,30,0.625,8,6
2024-03-03 09:00:00,PARK_01,80,56,24,0.7,9,6
2024-03-03 09:30:00,PARK_01,80,49,31,0.613,9,6
2024-03-03 10:00:00,PARK_01,80,53,27,0.662,10,6
2024-03-03 10:30:00,PARK_01,80,51,29,0.637,10,6
2024-03-03 11:00:00,PARK_01,80,58,22,0.725,11,6
2024-03-03 11:30:00,PARK_01,80,58,22,0.725,11,6
2024-03-03 12:00:00,PARK_01,80,52,28,0.65,12,6
2024-03-03 12:30:00,PARK_01,80,50,30,0.625,12,6
2024-03-03 13:00:00,PARK_01,80,52,28,0.65,13,6
2024-03-03 13:30:00,PARK_01,80,49,31,0.613,13,6
2024-03-03 14:00:00,PARK_01,80,54,26,0.675,14,6
2024-03-03 14:30:00,PARK_01,80,47,33,0.588,14,6
2024-03-03 15:00:00,PARK_01,80,42,38,0.525,15,6
2024-03-03 15:30:00,PARK_01,80,38,42,0.475,15,6
2024-03-03 16:00:00,PARK_01,80,44,36,0.55,16,6
2024-03-03 16:30:00,PARK_01,80,45,35,0.562,16,6
2024-03-03 17:00:00,PARK_01,80,44,36,0.55,17,6
2024-03-03 17:30:00,PARK_01,80,49,31,0.613,17,6
2024-03-03 18:00:00,PARK_01,80,44,36,0.55,18,6
2024-03-03 18:30:00,PARK_01,80,45,35,0.562,18,6
2024-03-03 19:00:00,PARK_01,80,38,42,0.475,19,6
2024-03-03 19:30:00,PARK_01,80,40,40,0.5,19,6
2024-03-03 20:00:00,PARK_01,80,44,36,0.55,20,6
2024-03-03 20:30:00,PARK_01,80,45,35,0.562,20,6
2024-03-03 21:00:00,PARK_01,80,44,36,0.55,21,6
2024-03-03 21:30:00,PARK_01,80,33,47,0.412,21,6
2024-03-03 22:00:00,PARK_01,80,30,50,0.375,22,6
2024-03-03 22:30:00,PARK_01,80,30,50,0.375,22,6
2024-03-03 23:00:00,PARK_01,80,28,52,0.35,23,6
2024-03-03 23:30:00,PARK_01,80,24,56,0.3,23,6
2024-03-04 00:00:00,PARK_01,80,22,58,0.275,0,0
2024-03-04 00:30:00,PARK_01,80,16,64,0.2,0,0
2024-03-04 01:00:00,PARK_01,80,17,63,0.212,1,0
2024-03-04 01:30:00,PARK_01,80,17,63,0.212,1,0
2024-03-04 02:00:00,PARK_01,80,14,66,0.175,2,0
2024-03-04 02:30:00,PARK_01,80,20,60,0.25,2,0
2024-03-04 03:00:00,PARK_01,80,23,57,0.287,3,0
2024-03-04 03:30:00,PARK_01,80,21,59,0.263,3,0
2024-03-04 04:00:00,PARK_01,80,31,49,0.388,4,0
2024-03-04 04:30:00,PARK_01,80,24,56,0.3,4,0
2024-03-04 05:00:00,PARK_01,80,27,53,0.338,5,0
2024-03-04 05:30:00,PARK_01,80,28,52,0.35,5,0
2024-03-04 06:00:00,PARK_01,80,37,43,0.463,6,0
2024-03-04 06:30:00,PARK_01,80,35,45,0.438,6,0
2024-03-04 07:00:00,PARK_01,80,34,46,0.425,7,0
2024-03-04 07:30:00,PARK_01,80,42,38,0.525,7,0
2024-03-04 08:00:00,PARK_01,80,43,37,0.537,8,0
2024-03-04 08:30:00,PARK_01,80,54,26,0.675,8,0
2024-03-04 09:00:00,PARK_01,80,54,26,0.675,9,0
2024-03-04 09:30:00,PARK_01,80,51,29,0.637,9,0
2024-03-04 10:00:00,PARK_01,80,55,25,0.688,10,0
2024-03-04 10:30:00,PARK_01,80,53,27,0.662,10,0
2024-03-04 11:00:00,PARK_01,80,54,26,0.675,11,0
2024-03-04 11:30:00,PARK_01,80,50,30,0.625,11,0
2024-03-04 12:00:00,PARK_01,80,56,24,0.7,12,0
2024-03-04 12:30:00,PARK_01,80,49,31,0.613,12,0
2024-03-04 13:00:00,PARK_01,80,47,33,0.588,13,0
2024-03-04 13:30:00,PARK_01,80,50,30,0.625,13,0
2024-03-04 14:00:00,PARK_01,80,45,35,0.562,14,0
2024-03-04 14:30:00,PARK_01,80,48,32,0.6,14,0
2024-03-04 15:00:00,PARK_01,80,42,38,0.525,15,0
2024-03-04 15:30:00,PARK_01,80,42,38,0.525,15,0
2024-03-04 16:00:00,PARK_01,80,42,38,0.525,16,0
2024-03-04 16:30:00,PARK_01,80,44,36,0.55,16,0
2024-03-04 17:00:00,PARK_01,80,45,35,0.562,17,0
2024-03-04 17:30:00,PARK_01,80,43,37,0.537,17,0
2024-03-04 18:00:00,PARK_01,80,43,37,0.537,18,0
2024-03-04 18:30:00,PARK_01,80,39,41,0.487,18,0
2024-03-04 19:00:00,PARK_01,80,43,37,0.537,19,0
2024-03-04 19:30:00,PARK_01,80,39,41,0.487,19,0
2024-03-04 20:00:00,PARK_01,80,40,40,0.5,20,0
2024-03-04 20:30:00,PARK_01,80,39,41,0.487,20,0
2024-03-04 21:00:00,PARK_01,80,32,48,0.4,21,0
2024-03-04 21:30:00,PARK_01,80,28,52,0.35,21,0
2024-03-04 22:00:00,PARK_01,80,28,52,0.35,22,0
2024-03-04 22:30:00,PARK_01,80,22,58,0.275,22,0
2024-03-04 23:00:00,PARK_01,80,27,53,0.338,23,0
2024-03-04 23:30:00,PARK_01,80,20,60,0.25,23,0
2024-03-05 00:00:00,PARK_01,80,20,60,0.25,0,1
2024-03-05 00:30:00,PARK_01,80,21,59,0.263,0,1
2024-03-05 01:00:00,PARK_01,80,21,59,0.263,1,1
2024-03-05 01:30:00,PARK_01,80,20,60,0.25,1,1
2024-03-05 02:00:00,PARK_01,80,18,62,0.225,2,1
2024-03-05 02:30:00,PARK_01,80,19,61,0.237,2,1
2024-03-05 03:00:00,PARK_01,80,21,59,0.263,3,1
2024-03-05 03:30:00,PARK_01,80,18,62,0.225,3,1
2024-03-05 04:00:00,PARK_01,80,24,56,0.3,4,1
2024-03-05 04:30:00,PARK_01,80,25,55,0.312,4,1
2024-03-05 05:00:00,PARK_01,80,28,52,0.35,5,1
2024-03-05 05:30:00,PARK_01,80,30,50,0.375,5,1
2024-03-05 06:00:00,PARK_01,80,26,54,0.325,6,1
2024-03-05 06:30:00,PARK_01,80,40,40,0.5,6,1
2024-03-05 07:00:00,PARK_01,80,35,45,0.438,7,1
2024-03-05 07:30:00,PARK_01,80,41,39,0.512,7,1
2024-03-05 08:00:00,PARK_01,80,43,37,0.537,8,1
2024-03-05 08:30:00,PARK_01,80,41,39,0.512,8,1
2024-03-05 09:00:00,PARK_01,80,56,24,0.7,9,1
2024-03-05 09:30:00,PARK_01,80,55,25,0.688,9,1
2024-03-05 10:00:00,PARK_01,80,46,34,0.575,10,1
2024-03-05 10:30:00,PARK_01,80,58,22,0.725,10,1
2024-03-05 11:00:00,PARK_01,80,65,15,0.812,11,1
2024-03-05 11:30:00,PARK_01,80,58,22,0.725,11,1
2024-03-05 12:00:00,PARK_01,80,50,30,0.625,12,1
2024-03-05 12:30:00,PARK_01,80,60,20,0.75,12,1
2024-03-05 13:00:00,PARK_01,80,56,24,0.7,13,1
2024-03-05 13:30:00,PARK_01,80,53,27,0.662,13,1
2024-03-05 14:00:00,PARK_01,80,48,32,0.6,14,1
2024-03-05 14:30:00,PARK_01,80,44,36,0.55,14,1
2024-03-05 15:00:00,PARK_01,80,37,43,0.463,15,1
2024-03-05 15:30:00,PARK_01,80,45,35,0.562,15,1
2024-03-05 16:00:00,PARK_01,80,45,35,0.562,16,1
2024-03-05 16:30:00,PARK_01,80,30,50,0.375,16,1
2024-03-05 17:00:00,PARK_01,80,42,38,0.525,17,1
2024-03-05 17:30:00,PARK_01,80,44,36,0.55,17,1
2024-03-05 18:00:00,PARK_01,80,43,37,0.537,18,1
2024-03-05 18:30:00,PARK_01,80,47,33,0.588,18,1
2024-03-05 19:00:00,PARK_01,80,37,43,0.463,19,1
2024-03-05 19:30:00,PARK_01,80,40,40,0.5,19,1
2024-03-05 20:00:00,PARK_01,80,37,43,0.463,20,1
2024-03-05 20:30:00,PARK_01,80,39,41,0.487,20,1
2024-03-05 21:00:00,PARK_01,80,34,46,0.425,21,1
2024-03-05 21:30:00,PARK_01,80,31,49,0.388,21,1
2024-03-05 22:00:00,PARK_01,80,22,58,0.275,22,1
2024-03-05 22:30:00,PARK_01,80,26,54,0.325,22,1
2024-03-05 23:00:00,PARK_01,80,11,69,0.138,23,1
2024-03-05 23:30:00,PARK_01,80,18,62,0.225,23,1
2024-03-06 00:00:00,PARK_01,80,15,65,0.188,0,2
2024-03-06 00:30:00,PARK_01,80,12,68,0.15,0,2
2024-03-06 01:00:00,PARK_01,80,12,68,0.15,1,2
2024-03-06 01:30:00,PARK_01,80,23,57,0.287,1,2
2024-03-06 02:00:00,PARK_01,80,19,61,0.237,2,2
2024-03-06 02:30:00,PARK_01,80,21,59,0.263,2,2
2024-03-06 03:00:00,PARK_01,80,21,59,0.263,3,2
2024-03-06 03:30:00,PARK_01,80,22,58,0.275,3,2
2024-03-06 04:00:00,PARK_01,80,27,53,0.338,4,2
2024-03-06 04:30:00,PARK_01,80,28,52,0.35,4,2
2024-03-06 05:00:00,PARK_01,80,25,55,0.312,5,2
2024-03-06 05:30:00,PARK_01,80,31,49,0.388,5,2
2024-03-06 06:00:00,PARK_01,80,29,51,0.362,6,2
2024-03-06 06:30:00,PARK_01,80,32,48,0.4,6,2
2024-03-06 07:00:00,PARK_01,80,42,38,0.525,7,2
2024-03-06 07:30:00,PARK_01,80,45,35,0.562,7,2
2024-03-06 08:00:00,PARK_01,80,40,40,0.5,8,2
2024-03-06 08:30:00,PARK_01,80,44,36,0.55,8,2
2024-03-06 09:00:00,PARK_01,80,43,37,0.537,9,2
2024-03-06 09:30:00,PARK_01,80,50,30,0.625,9,2
2024-03-06 10:00:00,PARK_01,80,56,24,0.7,10,2
2024-03-06 10:30:00,PARK_01,80,63,17,0.787,10,2
2024-03-06 11:00:00,PARK_01,80,57,23,0.713,11,2
2024-03-06 11:30:00,PARK_01,80,58,22,0.725,11,2
2024-03-06 12:00:00,PARK_01,80,49,31,0.613,12,2
2024-03-06 12:30:00,PARK_01,80,42,38,0.525,12,2
2024-03-06 13:00:00,PARK_01,80,49,31,0.613,13,2
2024-03-06 13:30:00,PARK_01,80,52,28,0.65,13,2
2024-03-06 14:00:00,PARK_01,80,45,35,0.562,14,2
2024-03-06 14:30:00,PARK_01,80,41,39,0.512,14,2
2024-03-06 15:00:00,PARK_01,80,49,31,0.613,15,2
2024-03-06 15:30:00,PARK_01,80,39,41,0.487,15,2
2024-03-06 16:00:00,PARK_01,80,39,41,0.487,16,2
2024-03-06 16:30:00,PARK_01,80,46,34,0.575,16,2
2024-03-06 17:00:00,PARK_01,80,48,32,0.6,17,2
2024-03-06 17:30:00,PARK_01,80,42,38,0.525,17,2
2024-03-06 18:00:00,PARK_01,80,42,38,0.525,18,2
2024-03-06 18:30:00,PARK_01,80,38,42,0.475,18,2
2024-03-06 19:00:00,PARK_01,80,41,39,0.512,19,2
2024-03-06 19:30:00,PARK_01,80,32,48,0.4,19,2
2024-03-06 20:00:00,PARK_01,80,45,35,0.562,20,2
2024-03-06 20:30:00,PARK_01,80,37,43,0.463,20,2
2024-03-06 21:00:00,PARK_01,80,34,46,0.425,21,2
2024-03-06 21:30:00,PARK_01,80,30,50,0.375,21,2
2024-03-06 22:00:00,PARK_01,80,32,48,0.4,22,2
2024-03-06 22:30:00,PARK_01,80,29,51,0.362,22,2
2024-03-06 23:00:00,PARK_01,80,29,51,0.362,23,2
2024-03-06 23:30:00,PARK_01,80,28,52,0.35,23,2
2024-03-07 00:00:00,PARK_01,80,25,55,0.312,0,3
2024-03-07 00:30:00,PARK_01,80,23,57,0.287,0,3
2024-03-07 01:00:00,PARK_01,80,25,55,0.312,1,3
2024-03-07 01:30:00,PARK_01,80,19,61,0.237,1,3
2024-03-07 02:00:00,PARK_01,80,18,62,0.225,2,3
2024-03-07 02:30:00,PARK_01,80,26,54,0.325,2,3
2024-03-07 03:00:00,PARK_01,80,21,59,0.263,3,3
2024-03-07 03:30:00,PARK_01,80,23,57,0.287,3,3
2024-03-07 04:00:00,PARK_01,80,21,59,0.263,4,3
2024-03-07 04:30:00,PARK_01,80,21,59,0.263,4,3
2024-03-07 05:00:00,PARK_01,80,29,51,0.362,5,3
2024-03-07 05:30:00,PARK_01,80,27,53,0.338,5,3
2024-03-07 06:00:00,PARK_01,80,37,43,0.463,6,3
2024-03-07 06:30:00,PARK_01,80,33,47,0.412,6,3
2024-03-07 07:00:00,PARK_01,80,33,47,0.412,7,3
2024-03-07 07:30:00,PARK_01,80,42,38,0.525,7,3
2024-03-07 08:00:00,PARK_01,80,42,38,0.525,8,3
2024-03-07 08:30:00,PARK_01,80,47,33,0.588,8,3
2024-03-07 09:00:00,PARK_01,80,60,20,0.75,9,3
2024-03-07 09:30:00,PARK_01,80,60,20,0.75,9,3
2024-03-07 10:00:00,PARK_01,80,62,18,0.775,10,3
2024-03-07 10:30:00,PARK_01,80,51,29,0.637,10,3
2024-03-07 11:00:00,PARK_01,80,50,30,0.625,11,3
2024-03-07 11:30:00,PARK_01,80,50,30,0.625,11,3
2024-03-07 12:00:00,PARK_01,80,55,25,0.688,12,3
2024-03-07 12:30:00,PARK_01,80,57,23,0.713,12,3
2024-03-07 13:00:00,PARK_01,80,55,25,0.688,13,3
2024-03-07 13:30:00,PARK_01,80,56,24,0.7,13,3
2024-03-07 14:00:00,PARK_01,80,45,35,0.562,14,3
2024-03-07 14:30:00,PARK_01,80,45,35,0.562,14,3
2024-03-07 15:00:00,PARK_01,80,39,41,0.487,15,3
2024-03-07 15:30:00,PARK_01,80,45,35,0.562,15,3
2024-03-07 16:00:00,PARK_01,80,41,39,0.512,16,3
2024-03-07 16:30:00,PARK_01,80,35,45,0.438,16,3
2024-03-07 17:00:00,PARK_01,80,46,34,0.575,17,3
2024-03-07 17:30:00,PARK_01,80,41,39,0.512,17,3
2024-03-07 18:00:00,PARK_01,80,39,41,0.487,18,3
2024-03-07 18:30:00,PARK_01,80,35,45,0.438,18,3
2024-03-07 19:00:00,PARK_01,80,50,30,0.625,19,3
2024-03-07 19:30:00,PARK_01,80,44,36,0.55,19,3
2024-03-07 20:00:00,PARK_01,80,34,46,0.425,20,3
2024-03-07 20:30:00,PARK_01,80,31,49,0.388,20,3
2024-03-07 21:00:00,PARK_01,80,33,47,0.412,21,3
2024-03-07 21:30:00,PARK_01,80,34,46,0.425,21,3
2024-03-07 22:00:00,PARK_01,80,20,60,0.25,22,3
2024-03-07 22:30:00,PARK_01,80,30,50,0.375,22,3
2024-03-07 23:00:00,PARK_01,80,27,53,0.338,23,3
2024-03-07 23:30:00,PARK_01,80,24,56,0.3,23,3
2024-03-08 00:00:00,PARK_01,80,23,57,0.287,0,4
2024-03-08 00:30:00,PARK_01,80,16,64,0.2,0,4
2024-03-08 01:00:00,PARK_01,80,23,57,0.287,1,4
2024-03-08 01:30:00,PARK_01,80,24,56,0.3,1,4
2024-03-08 02:00:00,PARK_01,80,22,58,0.275,2,4
2024-03-08 02:30:00,PARK_01,80,24,56,0.3,2,4
2024-03-08 03:00:00,PARK_01,80,20,60,0.25,3,4
2024-03-08 03:30:00,PARK_01,80,21,59,0.263,3,4
2024-03-08 04:00:00,PARK_01,80,18,62,0.225,4,4
2024-03-08 04:30:00,PARK_01,80,27,53,0.338,4,4
2024-03-08 05:00:00,PARK_01,80,23,57,0.287,5,4
2024-03-08 05:30:00,PARK_01,80,35,45,0.438,5,4
2024-03-08 06:00:00,PARK_01,80,35,45,0.438,6,4
2024-03-08 06:30:00,PARK_01,80,28,52,0.35,6,4
2024-03-08 07:00:00,PARK_01,80,34,46,0.425,7,4
2024-03-08 07:30:00,PARK_01,80,43,37,0.537,7,4
2024-03-08 08:00:00,PARK_01,80,42,38,0.525,8,4
2024-03-08 08:30:00,PARK_01,80,44,36,0.55,8,4
2024-03-08 09:00:00,PARK_01,80,43,37,0.537,9,4
2024-03-08 09:30:00,PARK_01,80,59,21,0.738,9,4
2024-03-08 10:00:00,PARK_01,80,51,29,0.637,10,4
2024-03-08 10:30:00,PARK_01,80,56,24,0.7,10,4
2024-03-08 11:00:00,PARK_01,80,60,20,0.75,11,4
2024-03-08 11:30:00,PARK_01,80,58,22,0.725,11,4
2024-03-08 12:00:00,PARK_01,80,60,20,0.75,12,4
2024-03-08 12:30:00,PARK_01,80,56,24,0.7,12,4
2024-03-08 13:00:00,PARK_01,80,51,29,0.637,13,4
2024-03-08 13:30:00,PARK_01,80,49,31,0.613,13,4
2024-03-08 14:00:00,PARK_01,80,50,30,0.625,14,4
2024-03-08 14:30:00,PARK_01,80,47,33,0.588,14,4
2024-03-08 15:00:00,PARK_01,80,51,29,0.637,15,4
2024-03-08 15:30:00,PARK_01,80,38,42,0.475,15,4
2024-03-08 16:00:00,PARK_01,80,50,30,0.625,16,4
2024-03-08 16:30:00,PARK_01,80,46,34,0.575,16,4
2024-03-08 17:00:00,PARK_01,80,40,40,0.5,17,4
2024-03-08 17:30:00,PARK_01,80,40,40,0.5,17,4
2024-03-08 18:00:00,PARK_01,80,40,40,0.5,18,4
2024-03-08 18:30:00,PARK_01,80,41,39,0.512,18,4
2024-03-08 19:00:00,PARK_01,80,44,36,0.55,19,4
2024-03-08 19:30:00,PARK_01,80,45,35,0.562,19,4
2024-03-08 20:00:00,PARK_01,80,36,44,0.45,20,4
2024-03-08 20:30:00,PARK_01,80,38,42,0.475,20,4
2024-03-08 21:00:00,PARK_01,80,36,44,0.45,21,4
2024-03-08 21:30:00,PARK_01,80,38,42,0.475,21,4
2024-03-08 22:00:00,PARK_01,80,37,43,0.463,22,4
2024-03-08 22:30:00,PARK_01,80,30,50,0.375,22,4
2024-03-08 23:00:00,PARK_01,80,24,56,0.3,23,4
2024-03-08 23:30:00,PARK_01,80,20,60,0.25,23,4
2024-03-09 00:00:00,PARK_01,80,29,51,0.362,0,5
2024-03-09 00:30:00,PARK_01,80,22,58,0.275,0,5
2024-03-09 01:00:00,PARK_01,80,22,58,0.275,1,5
2024-03-09 01:30:00,PARK_01,80,17,63,0.212,1,5
2024-03-09 02:00:00,PARK_01,80,23,57,0.287,2,5
2024-03-09 02:30:00,PARK_01,80,20,60,0.25,2,5
2024-03-09 03:00:00,PARK_01,80,17,63,0.212,3,5
2024-03-09 03:30:00,PARK_01,80,17,63,0.212,3,5
2024-03-09 04:00:00,PARK_01,80,25,55,0.312,4,5
2024-03-09 04:30:00,PARK_01,80,28,52,0.35,4,5
2024-03-09 05:00:00,PARK_01,80,29,51,0.362,5,5
2024-03-09 05:30:00,PARK_01,80,30,50,0.375,5,5
2024-03-09 06:00:00,PARK_01,80,34,46,0.425,6,5
2024-03-09 06:30:00,PARK_01,80,35,45,0.438,6,5
2024-03-09 07:00:00,PARK_01,80,36,44,0.45,7,5
2024-03-09 07:30:00,PARK_01,80,48,32,0.6,7,5
2024-03-09 08:00:00,PARK_01,80,42,38,0.525,8,5
2024-03-09 08:30:00,PARK_01,80,54,26,0.675,8,5
2024-03-09 09:00:00,PARK_01,80,50,30,0.625,9,5
2024-03-09 09:30:00,PARK_01,80,56,24,0.7,9,5
2024-03-09 10:00:00,PARK_01,80,59,21,0.738,10,5
2024-03-09 10:30:00,PARK_01,80,60,20,0.75,10,5
2024-03-09 11:00:00,PARK_01,80,50,30,0.625,11,5
2024-03-09 11:30:00,PARK_01,80,53,27,0.662,11,5
2024-03-09 12:00:00,PARK_01,80,54,26,0.675,12,5
2024-03-09 12:30:00,PARK_01,80,53,27,0.662,12,5
2024-03-09 13:00:00,PARK_01,80,44,36,0.55,13,5
2024-03-09 13:30:00,PARK_01,80,50,30,0.625,13,5
2024-03-09 14:00:00,PARK_01,80,53,27,0.662,14,5
2024-03-09 14:30:00,PARK_01,80,39,41,0.487,14,5
2024-03-09 15:00:00,PARK_01,80,43,37,0.537,15,5
2024-03-09 15:30:00,PARK_01,80,41,39,0.512,15,5
2024-03-09 16:00:00,PARK_01,80,43,37,0.537,16,5
2024-03-09 16:30:00,PARK_01,80,45,35,0.562,16,5
2024-03-09 17:00:00,PARK_01,80,40,40,0.5,17,5
2024-03-09 17:30:00,PARK_01,80,43,37,0.537,17,5
2024-03-09 18:00:00,PARK_01,80,46,34,0.575,18,5
